#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
こんなに,こんなに,這麼,ynktyPtFB58j50RFkVLS
優,ゆう,優越性，高等級,yo2TaIE3Ic7CvqLHF7tQ
ウイスキー,ウイスキー,威士忌,yq7pxQEtvi3ofdjh4QDk
コーチ,コーチ,教練,ysNCwdCPGt1S0mXmZmMQ
狩り,かり,狩獵,yswsbtzTGbv5hanGvpPH
ドラマ,ドラマ,戲劇,ytGiRaFmUgn09v34RlV5
刈る,かる,"剪, 割, 收割",ytxb1xhr093I3deyYFEO
後,のち,之後（隨後）；未來；剩餘；自那時起。,yu44wnnhs63a1cRf1Lyw
寄せる,よせる,收集，聚集，擱置一旁,yuOKZpWXgd78GITxjLbt
運転,うんてん,駕駛,yvEUUt6x55EKuw9kofyc
稼ぐ,かせぐ,賺取收入，勞動,yvYCj57RKIIIn5pUlNSh
金属,きんぞく,金屬,yvcp9ToElijbNfLHB2OS
父親,ちちおや,父親,z22y7GpvmlZurItNXoOm
与える,あたえる,給,z2Sxg8gKDrEggRmYrzDI
握手,あくしゅ,握手,z3VcBGtHjDWI3nfRu7Kb
物理,ぶつり,物理,z5nDZKEGqouczx242hy6
著者,ちょしゃ,著者,z7DEHhVuRlqZZvQ8aM5N
前もって,まえもって,事先,z7c0dKt69oeii5AltD6S
降伏,こうふく,降伏,z9QrSn3Yoervblas1ihZ
埋める,うずめる,埋,zFBJmPYh7eO0eQpOY3l6
蕎麦,そば,蕎麥麵,zGIDeWbmUFYiLS0BPIWv
大会,たいかい,大會,zI6DdBHM7dbJswoH3KZb
雷,かみなり,雷,zIJXH5stgJtJrJzysRFr
ラベル,ラベル,標籤,zL8pSPorBDapafYeYDUL
一層,いっそう,更加,zQRdGv0IBHLLMLvicTvX
作家,さっか,作家,zRBH1X6xYEwjlOsvxbpC
左右,さゆう,左右; 影響,zST72B1AqIrEq5arGn3S
燃やす,もやす,燃燒,zSX0Q5rP02T89bwiHCWO
今にも,いまにも,隨時會,zTQxKg9nSmL0ol69Wjtr
慣らす,ならす,習慣,zUXduYFkKO9mmtlBlB8k
釣,つり,釣魚,zaFsfpuqXoHerF9SV0u0
体重,たいじゅう,體重,zbgYNgWwj547VfoTzf2j
行き,いき,去,zertp3wa2QV1kG4xFrcg
諮る,はかる,諮詢,zhFeDZadGSkyLwtvwvsj
働き,はたらき,工作，勞動,zkjMULPNaOrJOpQ7DEwo
それと,それと,另外，且,zmE6iBtt6yMLx1RXRyBs
嗅ぐ,かぐ,嗅,znVicW7xol8t4gAApo4E
帯,おび,帶,zo3rP6H1eaDHlHD9fM57
借金,しゃっきん,借金,zuaQmFCYNno1HmTfkjaq
ルール,ルール,規則,zufrjxCqfiftkhJOLC3I
